Name;Duration;Conf;Efficiency 
model00001.xml;2.0;6;3.0
model00002.xml;2.001;8;3.99800099950025
model00003.xml;2.001;9;4.497751124437781
model00004.xml;2.001;9;4.497751124437781
model00005.xml;2.0;7;3.5
model00006.xml;2.001;9;4.497751124437781
model00007.xml;2.0;9;4.5
model00008.xml;2.001;10;4.997501249375313
model00009.xml;2.001;14;6.9965017491254375
